car;price;city;year;base;engine;color;wheel;url;transmission
ВАЗ (Lada) 2170 (седан);2000000;Алматы;2013; седан;1.6; зеленый; левый руль;https://kolesa.kz//a/show/105213998; КПП механика
Toyota Carina E;1400000;Алматы;1992; седан;2; белый; левый руль;https://kolesa.kz//a/show/105667195; КПП механика
Toyota RAV 4;2150000;Алматы;1995; кроссовер;2; бордовый; правый руль;https://kolesa.kz//a/show/105088505; КПП типтроник
Audi 100;1850000;Алматы;1992; седан;2.8; серебристый; левый руль;https://kolesa.kz//a/show/105371011; КПП автомат
Mitsubishi Delica;2600000;Алматы;1995; внедорожник;2.8; синий; правый руль;https://kolesa.kz//a/show/104883185; КПП автомат
Mercedes-Benz S 320;3200000;Алматы;2001; седан;3.2; голубой; левый руль;https://kolesa.kz//a/show/105667217; КПП типтроник
Toyota Camry;9000000;Алматы;2014; седан;2.5; серебристый; левый руль;https://kolesa.kz//a/show/105667181; КПП автомат
Volkswagen Passat;1100000;Алматы;1991; универсал;2; серебристый; левый руль;https://kolesa.kz//a/show/103030890; КПП механика
Kia Cerato;5350000;Алматы;2013; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105667197; КПП типтроник
Kia Cerato;5500000;Алматы;2013; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105209719; КПП типтроник
ВАЗ (Lada) 2121 Нива;600000;Алматы;1996; хэтчбек;1.7; бирюзовый; левый руль;https://kolesa.kz//a/show/105667174; КПП механика
Toyota Estima;3500000;Алматы;1999; минивэн;3.3; серебристый; правый руль;https://kolesa.kz//a/show/105667062; КПП автомат
ВАЗ (Lada) 2105;480000;Алматы;1997; седан;1.7; белый; левый руль;https://kolesa.kz//a/show/105667092; КПП механика
Honda Stream;3350000;Алматы;2002; минивэн;2; серебристый; левый руль;https://kolesa.kz//a/show/105666918; КПП механика
Toyota Camry;5650000;Алматы;2009; седан;2.5; серый; левый руль;https://kolesa.kz//a/show/105667118; КПП типтроник
Mitsubishi Lancer;1800000;Алматы;2005; седан;1.6; серый; левый руль;https://kolesa.kz//a/show/105667097; КПП типтроник
Mitsubishi RVR;950000;Алматы;1996; минивэн;2; синий; правый руль;https://kolesa.kz//a/show/105667076; КПП автомат
Hyundai Sonata;1000000;Алматы;2003; седан;2; серебристый; левый руль;https://kolesa.kz//a/show/97918194; КПП типтроник
Lexus GS 300;5300000;Алматы;2006; седан;3; черный; левый руль;https://kolesa.kz//a/show/105667016; КПП типтроник
Mercedes-Benz GLS 400;31000000;Алматы;2018; внедорожник;3; нет цвета; левый руль;https://kolesa.kz//a/show/101605333; КПП автомат
Mazda 626;430000;Алматы;1989; хэтчбек;2; синий; левый руль;https://kolesa.kz//a/show/105667063; КПП механика
Kia Cerato;5150000;Алматы;2014; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/103852427; КПП автомат
ВАЗ (Lada) 2190 (седан);3220000;Алматы;2020; седан;1.6; серебристый; левый руль;https://kolesa.kz//a/show/105667060; КПП механика
Toyota Camry;4900000;Алматы;2006; седан;2.4; белый; левый руль;https://kolesa.kz//a/show/105278470; КПП автомат
Mitsubishi Delica;1600000;Алматы;1995; минивэн;2.5; белый; левый руль;https://kolesa.kz//a/show/104744049; КПП автомат
Hummer H2;8500000;Алматы;2006; лимузин;6; белый; левый руль;https://kolesa.kz//a/show/105666962; КПП автомат
Toyota Avensis;7000000;Алматы;2013; седан;2; белый; левый руль;https://kolesa.kz//a/show/101452132; КПП вариатор
Mitsubishi Pajero;5800000;Алматы;2003; внедорожник;3.8; белый; левый руль;https://kolesa.kz//a/show/105666938; КПП типтроник
BMW 730;1700000;Алматы;1994; седан;3; синий; левый руль;https://kolesa.kz//a/show/24238692; КПП автомат
Toyota Avensis;1700000;Алматы;1999; седан;2; черный; левый руль;https://kolesa.kz//a/show/105666968; КПП механика
Mercedes-Benz S 320;2500000;Алматы;2002; седан;3.2; черный; левый руль;https://kolesa.kz//a/show/105666291; КПП автомат
Ford Explorer;11000000;Алматы;2014; кроссовер;3.5; черный; левый руль;https://kolesa.kz//a/show/105420079; КПП типтроник
ГАЗ 12 ЗиМ;12700000;Алматы;1956; лимузин;3.5; черный; левый руль;https://kolesa.kz//a/show/105666929; КПП механика
Honda Odyssey;2400000;Алматы;1998; минивэн;2.3; черный; правый руль;https://kolesa.kz//a/show/104576185; КПП автомат
Cadillac Escalade;10000000;Алматы;2007; лимузин;6.2; черный; левый руль;https://kolesa.kz//a/show/105067538; КПП автомат
Mercedes-Benz E 200;6330000;Алматы;2010; седан;1.8; белый; левый руль;https://kolesa.kz//a/show/99077214; КПП автомат
Toyota Camry;2400000;Алматы;1997; седан;3; нет цвета; левый руль;https://kolesa.kz//a/show/103610929; КПП автомат
ВАЗ (Lada) 2172 (хэтчбек);2000000;Алматы;2014; универсал;1.6; белый; левый руль;https://kolesa.kz//a/show/103609705; КПП механика
Toyota Land Cruiser Prado;11200000;Алматы;2008; внедорожник;3.9; белый; левый руль;https://kolesa.kz//a/show/103597801; КПП автомат
Subaru Outback;2500000;Алматы;2002; универсал;2.5; зеленый; левый руль;https://kolesa.kz//a/show/105666859; КПП автомат
Volkswagen Golf;1820000;Алматы;1996; хэтчбек;2; красный; левый руль;https://kolesa.kz//a/show/105666849; КПП автомат
Mazda 6;11000000;Алматы;2019; седан;2; белый; левый руль;https://kolesa.kz//a/show/105666866; КПП автомат
Mercedes-Benz GL 400;19800000;Алматы;2014; внедорожник;3; черный; левый руль;https://kolesa.kz//a/show/105666751; КПП автомат
Land Rover Discovery;2100000;Алматы;1999; внедорожник;4; зеленый; левый руль;https://kolesa.kz//a/show/105666762; КПП автомат
Toyota Camry;10100000;Алматы;2016; седан;2.5; черный; левый руль;https://kolesa.kz//a/show/105666763; КПП автомат
Audi A8;17000000;Алматы;2014; седан;3; черный; левый руль;https://kolesa.kz//a/show/105666741; КПП автомат
Daewoo Tacuma;1800000;Алматы;2001; микровэн;2; жёлтый; левый руль;https://kolesa.kz//a/show/105666586; КПП автомат
Honda Ascot;1500000;Алматы;1995; седан;2; черный; правый руль;https://kolesa.kz//a/show/105666632; КПП автомат
Mercedes-Benz S 350;9300000;Алматы;2010; седан;3.5; черный; левый руль;https://kolesa.kz//a/show/105666596; КПП типтроник
Toyota Camry;2100000;Алматы;1994; седан;2.2; бордовый; левый руль;https://kolesa.kz//a/show/105666541; КПП автомат
Lexus RX 300;3600000;Алматы;1999; кроссовер;3; черный; левый руль;https://kolesa.kz//a/show/105035461; КПП автомат
Mercedes-Benz E 200;550000;Алматы;1989; седан;2; красный; левый руль;https://kolesa.kz//a/show/102329672; КПП механика
Mercedes-Benz E 350;4400000;Алматы;2007; седан;3.5; черный; левый руль;https://kolesa.kz//a/show/104859133; КПП типтроник
Hyundai Grandeur;8950000;Алматы;2013; седан;3; серебристый; левый руль;https://kolesa.kz//a/show/93673342; КПП автомат
Toyota Avensis;3500000;Алматы;2004; седан;2.4; зеленый; левый руль;https://kolesa.kz//a/show/105666635; КПП автомат
Mitsubishi Pajero;9000000;Алматы;2013; внедорожник;3; нет цвета; левый руль;https://kolesa.kz//a/show/105666465; КПП автомат
Subaru Outback;6000000;Алматы;2010; универсал;2.5; белый; левый руль;https://kolesa.kz//a/show/102627730; КПП робот
Nissan Juke;4600000;Алматы;2013; кроссовер;1.6; белый; левый руль;https://kolesa.kz//a/show/105666518; КПП механика
Hyundai Elantra;4700000;Алматы;2013; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/105187452; КПП автомат
Toyota Camry;4000000;Алматы;2004; седан;2.4; серебристый; левый руль;https://kolesa.kz//a/show/102696987; КПП автомат
Toyota RAV 4;2200000;Алматы;1995; кроссовер;2; синий; правый руль;https://kolesa.kz//a/show/105666422; КПП автомат
Honda Odyssey;2300000;Алматы;1996; минивэн;2.2; черный; правый руль;https://kolesa.kz//a/show/105666460; КПП автомат
Daewoo Matiz Creative;2600000;Алматы;2010; хэтчбек;1; синий; левый руль;https://kolesa.kz//a/show/105666399; КПП автомат
Subaru Impreza WRX STi;9500000;Алматы;2010; седан;2.5; черный; левый руль;https://kolesa.kz//a/show/105666388; КПП автомат
УАЗ Hunter;140000;Алматы;2014; внедорожник;2.7; нет цвета; левый руль;https://kolesa.kz//a/show/105666305; КПП механика
Toyota Camry;4200000;Алматы;2007; седан;2.4; серебристый; левый руль;https://kolesa.kz//a/show/105666341; КПП автомат
Mercedes-Benz G 320;8400000;Алматы;2000; внедорожник;3.2; серебристый; левый руль;https://kolesa.kz//a/show/105666454; КПП автомат
